Iteration	Sum_of_Squares	Accepted
1	27250.017777777786	yes
2	27449.004444444443	yes
3	33483.68444444444	no
4	32218.05777777777	no
5	28485.03111111111	no
6	29282.977777777785	yes
7	7692.751111111109	yes
8	5021.0977777777825	yes
9	6056.697777777777	no
10	4745.257777777779	yes
11	6613.59111111111	no
12	4966.684444444443	yes
13	3791.39111111111	yes
14	6123.284444444441	no
15	4422.271111111111	no
16	3276.417777777779	yes
17	2087.31111111111	yes
18	7794.8311111111125	no
19	8866.044444444446	no
20	3433.4044444444435	no
21	4706.631111111114	no
22	7103.057777777776	no
23	5494.404444444443	no
24	8002.51111111111	no
25	5267.977777777773	no
26	7892.4577777777795	no
27	9865.35111111111	no
28	3221.2044444444437	yes
29	5925.577777777778	no
30	6549.471111111111	no
31	5168.151111111113	yes
32	5272.764444444444	yes
33	2924.19111111111	yes
34	4715.7777777777765	no
35	2603.884444444442	yes
36	6104.431111111109	no
37	3996.524444444443	no
38	2671.4844444444443	yes
39	3436.5777777777757	no
40	5835.804444444442	no
41	3809.3511111111115	yes
42	8522.137777777772	no
43	3537.5644444444424	yes
44	3479.7111111111108	yes
45	4751.004444444444	no
46	3641.1111111111077	no
47	4858.951111111111	no
48	29418.57777777778	no
49	28243.52444444444	no
50	2562.1511111111095	yes
51	6228.03111111111	no
52	3454.1644444444423	no
53	2217.4577777777768	yes
54	6313.377777777778	no
55	5106.031111111111	no
56	2525.6577777777766	yes
57	5787.724444444444	no
58	7741.457777777777	no
59	3944.7777777777774	no
60	2389.6844444444423	yes
61	21526.36444444444	no
62	3684.5377777777776	no
63	5609.177777777779	no
64	2903.5911111111104	no
65	2518.1511111111104	yes
66	2352.7377777777756	yes
67	3245.1777777777766	no
68	2247.897777777777	yes
69	3123.9111111111088	no
70	3289.1111111111104	no
71	1300.4577777777763	yes
72	5678.644444444444	no
73	2961.244444444445	no
74	4390.097777777778	no
75	28662.59111111109	no
76	3008.6844444444437	no
77	5739.844444444443	no
78	21710.56444444444	no
79	1956.1377777777761	no
80	3252.3511111111093	no
81	32249.537777777772	no
82	29445.337777777786	no
83	2831.4177777777777	no
84	3821.457777777778	no
85	3717.044444444444	no
86	1763.7777777777765	no
87	4569.551111111112	no
88	1801.7111111111103	yes
89	1417.2977777777776	yes
90	2048.297777777778	no
91	4889.951111111114	no
92	4487.791111111113	no
93	3672.4177777777772	no
94	5478.297777777776	no
95	25050.52444444444	no
96	2183.2311111111107	no
97	2317.3377777777764	no
98	3384.4044444444476	no
99	1870.6977777777765	yes
100	3835.7644444444427	no
